"","well","content","replicate","content_replicate","format","plate_ID","instrument","phase","final"
"20221209_M2.9","A09","86P.-3",1,"86P.-3_1",96,"20221209_M2","M2","P","0"
"20221209_M2.10","A10","88P.-1",1,"88P.-1_1",96,"20221209_M2","M2","P","0"
"20221209_M2.11","A11","88P.-2",1,"88P.-2_1",96,"20221209_M2","M2","P","0"
"20221209_M2.12","A12","88P.-3",1,"88P.-3_1",96,"20221209_M2","M2","P","0"
"20221209_M2.13","B01","blank",2,"blank_2-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.14","B02","neg",2,"neg_2-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.15","B03","pos",2,"pos_2-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.16","B04","84P.-1",2,"84P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.17","B05","84P.-2",2,"84P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.18","B06","84P.-3",2,"84P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.19","B07","86P.-1",2,"86P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.20","B08","86P.-2",2,"86P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.21","B09","86P.-3",2,"86P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.22","B10","88P.-1",2,"88P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.23","B11","88P.-2",2,"88P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.24","B12","88P.-3",2,"88P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.25","C01","blank",3,"blank_3-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.26","C02","neg",3,"neg_3-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.27","C03","pos",3,"pos_3-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.28","C04","84P.-1",3,"84P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.29","C05","84P.-2",3,"84P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.30","C06","84P.-3",3,"84P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.31","C07","86P.-1",3,"86P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.32","C08","86P.-2",3,"86P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.33","C09","86P.-3",3,"86P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.34","C10","88P.-1",3,"88P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.35","C11","88P.-2",3,"88P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.36","C12","88P.-3",3,"88P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.37","D01","blank",4,"blank_4-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.38","D02","neg",4,"neg_4-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.39","D03","pos",4,"pos_4-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.40","D04","84P.-1",4,"84P.-1_4",96,"20221209_M2","M2","P","0"
"20221209_M2.41","D05","84P.-2",4,"84P.-2_4",96,"20221209_M2","M2","P","0"
"20221209_M2.42","D06","84P.-3",4,"84P.-3_4",96,"20221209_M2","M2","P","0"
"20221209_M2.43","D07","86P.-1",4,"86P.-1_4",96,"20221209_M2","M2","P","0"
"20221209_M2.44","D08","86P.-2",4,"86P.-2_4",96,"20221209_M2","M2","P","0"
"20221209_M2.45","D09","86P.-3",4,"86P.-3_4",96,"20221209_M2","M2","P","0"
"20221209_M2.46","D10","88P.-1",4,"88P.-1_4",96,"20221209_M2","M2","P","0"
"20221209_M2.47","D11","88P.-2",4,"88P.-2_4",96,"20221209_M2","M2","P","0"
"20221209_M2.48","D12","88P.-3",4,"88P.-3_4",96,"20221209_M2","M2","P","0"
"20221209_M2.49","E01","blank",5,"blank_5-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.50","E02","neg",5,"neg_5-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.51","E03","pos",5,"pos_5-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.52","E04","89P.-1",1,"89P.-1_1",96,"20221209_M2","M2","P","0"
"20221209_M2.53","E05","89P.-2",1,"89P.-2_1",96,"20221209_M2","M2","P","0"
"20221209_M2.54","E06","89P.-3",1,"89P.-3_1",96,"20221209_M2","M2","P","0"
"20221209_M2.55","E07","90P.-1",1,"90P.-1_1",96,"20221209_M2","M2","P","0"
"20221209_M2.56","E08","90P.-2",1,"90P.-2_1",96,"20221209_M2","M2","P","0"
"20221209_M2.57","E09","90P.-3",1,"90P.-3_1",96,"20221209_M2","M2","P","0"
"20221209_M2.58","E10","92P.-1",1,"92P.-1_1",96,"20221209_M2","M2","P","0"
"20221209_M2.59","E11","92P.-2",1,"92P.-2_1",96,"20221209_M2","M2","P","0"
"20221209_M2.60","E12","92P.-3",1,"92P.-3_1",96,"20221209_M2","M2","P","0"
"20221209_M2.61","F01","blank",6,"blank_6-20221114_M2",96,"20221209_M2","M2","P","1"
"20221209_M2.62","F02","neg",6,"neg_6-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.63","F03","pos",6,"pos_6-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.64","F04","89P.-1",2,"89P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.65","F05","89P.-2",2,"89P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.66","F06","89P.-3",2,"89P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.67","F07","90P.-1",2,"90P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.68","F08","90P.-2",2,"90P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.69","F09","90P.-3",2,"90P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.70","F10","92P.-1",2,"92P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.71","F11","92P.-2",2,"92P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.72","F12","92P.-3",2,"92P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.73","G01","blank",7,"blank_7-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.74","G02","neg",7,"neg_7-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.75","G03","pos",7,"pos_7-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.76","G04","89P.-1",3,"89P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.77","G05","89P.-2",3,"89P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.78","G06","89P.-3",3,"89P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.79","G07","90P.-1",3,"90P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.80","G08","90P.-2",3,"90P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.81","G09","90P.-3",3,"90P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.82","G10","92P.-1",3,"92P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.83","G11","92P.-2",3,"92P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.84","G12","92P.-3",3,"92P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.85","H01","blank",8,"blank_8-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.86","H02","neg",8,"neg_8-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.87","H03","pos",8,"pos_8-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.88","H04","89P.-1",4,"89P.-1_4",96,"20221209_M2","M2","P","0"
"20221209_M2.89","H05","89P.-2",4,"89P.-2_4",96,"20221209_M2","M2","P","0"
"20221209_M2.90","H06","89P.-3",4,"89P.-3_4",96,"20221209_M2","M2","P","0"
"20221209_M2.91","H07","90P.-1",4,"90P.-1_4",96,"20221209_M2","M2","P","0"
"20221209_M2.92","H08","90P.-2",4,"90P.-2_4",96,"20221209_M2","M2","P","0"
"20221209_M2.93","H09","90P.-3",4,"90P.-3_4",96,"20221209_M2","M2","P","0"
"20221209_M2.94","H10","92P.-1",4,"92P.-1_4",96,"20221209_M2","M2","P","0"
"20221209_M2.95","H11","92P.-2",4,"92P.-2_4",96,"20221209_M2","M2","P","0"
"20221209_M2.96","H12","92P.-3",4,"92P.-3_4",96,"20221209_M2","M2","P","0"
"20221209_M3.1","A01","blank",1,"blank_1-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.2","A02","neg",1,"neg_1-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.3","A03","pos",1,"pos_1-20221114_M2",96,"20221209_M3","M3","P","2"
"20221209_M3.4","A04","93P.-1",1,"93P.-1_1",96,"20221209_M3","M3","P","0"
"20221209_M3.5","A05","93P.-2",1,"93P.-2_1",96,"20221209_M3","M3","P","0"
"20221209_M3.6","A06","93P.-3",1,"93P.-3_1",96,"20221209_M3","M3","P","0"
"20221209_M3.7","A07","94P.-1",1,"94P.-1_1",96,"20221209_M3","M3","P","0"
"20221209_M3.8","A08","94P.-2",1,"94P.-2_1",96,"20221209_M3","M3","P","0"
"20221209_M3.9","A09","94P.-3",1,"94P.-3_1",96,"20221209_M3","M3","P","0"
"20221209_M3.10","A10","96P.-1",1,"96P.-1_1",96,"20221209_M3","M3","P","0"
"20221209_M3.11","A11","96P.-2",1,"96P.-2_1",96,"20221209_M3","M3","P","0"
"20221209_M3.12","A12","96P.-3",1,"96P.-3_1",96,"20221209_M3","M3","P","0"
"20221209_M3.13","B01","blank",2,"blank_2-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.14","B02","neg",2,"neg_2-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.15","B03","pos",2,"pos_2-20221114_M2",96,"20221209_M3","M3","P","2"
"20221209_M3.16","B04","93P.-1",2,"93P.-1_2",96,"20221209_M3","M3","P","0"
"20221209_M3.17","B05","93P.-2",2,"93P.-2_2",96,"20221209_M3","M3","P","0"
"20221209_M3.18","B06","93P.-3",2,"93P.-3_2",96,"20221209_M3","M3","P","0"
"20221209_M3.19","B07","94P.-1",2,"94P.-1_2",96,"20221209_M3","M3","P","0"
"20221209_M3.20","B08","94P.-2",2,"94P.-2_2",96,"20221209_M3","M3","P","0"
"20221209_M3.21","B09","94P.-3",2,"94P.-3_2",96,"20221209_M3","M3","P","0"
"20221209_M3.22","B10","96P.-1",2,"96P.-1_2",96,"20221209_M3","M3","P","0"
"20221209_M3.23","B11","96P.-2",2,"96P.-2_2",96,"20221209_M3","M3","P","0"
"20221209_M3.24","B12","96P.-3",2,"96P.-3_2",96,"20221209_M3","M3","P","0"
"20221209_M3.25","C01","blank",3,"blank_3-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.26","C02","neg",3,"neg_3-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.27","C03","pos",3,"pos_3-20221114_M2",96,"20221209_M3","M3","P","2"
"20221209_M3.28","C04","93P.-1",3,"93P.-1_3",96,"20221209_M3","M3","P","0"
"20221209_M3.29","C05","93P.-2",3,"93P.-2_3",96,"20221209_M3","M3","P","0"
"20221209_M3.30","C06","93P.-3",3,"93P.-3_3",96,"20221209_M3","M3","P","0"
"20221209_M3.31","C07","94P.-1",3,"94P.-1_3",96,"20221209_M3","M3","P","0"
"20221209_M3.32","C08","94P.-2",3,"94P.-2_3",96,"20221209_M3","M3","P","0"
"20221209_M3.33","C09","94P.-3",3,"94P.-3_3",96,"20221209_M3","M3","P","0"
"20221209_M3.34","C10","96P.-1",3,"96P.-1_3",96,"20221209_M3","M3","P","0"
"20221209_M3.35","C11","96P.-2",3,"96P.-2_3",96,"20221209_M3","M3","P","0"
"20221209_M3.36","C12","96P.-3",3,"96P.-3_3",96,"20221209_M3","M3","P","0"
"20221209_M3.37","D01","blank",4,"blank_4-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.38","D02","neg",4,"neg_4-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.39","D03","pos",4,"pos_4-20221114_M2",96,"20221209_M3","M3","P","2"
"20221209_M3.40","D04","93P.-1",4,"93P.-1_4",96,"20221209_M3","M3","P","0"
"20221209_M3.41","D05","93P.-2",4,"93P.-2_4",96,"20221209_M3","M3","P","0"
"20221209_M3.42","D06","93P.-3",4,"93P.-3_4",96,"20221209_M3","M3","P","0"
"20221209_M3.43","D07","94P.-1",4,"94P.-1_4",96,"20221209_M3","M3","P","0"
"20221209_M3.44","D08","94P.-2",4,"94P.-2_4",96,"20221209_M3","M3","P","0"
"20221209_M3.45","D09","94P.-3",4,"94P.-3_4",96,"20221209_M3","M3","P","0"
"20221209_M3.46","D10","96P.-1",4,"96P.-1_4",96,"20221209_M3","M3","P","0"
"20221209_M3.47","D11","96P.-2",4,"96P.-2_4",96,"20221209_M3","M3","P","0"
"20221209_M3.48","D12","96P.-3",4,"96P.-3_4",96,"20221209_M3","M3","P","0"
"20221209_M3.49","E01","blank",5,"blank_5-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.50","E02","neg",5,"neg_5-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.51","E03","pos",5,"pos_5-20221114_M2",96,"20221209_M3","M3","P","2"
"20221209_M3.52","E04","98P.-1",1,"98P.-1_1",96,"20221209_M3","M3","P","0"
"20221209_M3.53","E05","98P.-2",1,"98P.-2_1",96,"20221209_M3","M3","P","0"
"20221209_M3.54","E06","98P.-3",1,"98P.-3_1",96,"20221209_M3","M3","P","0"
"20221209_M3.55","E07","100P.-1",1,"100P.-1_1",96,"20221209_M3","M3","P","0"
"20221209_M3.56","E08","100P.-2",1,"100P.-2_1",96,"20221209_M3","M3","P","0"
"20221209_M3.57","E09","100P.-3",1,"100P.-3_1",96,"20221209_M3","M3","P","0"
"20221209_M3.58","E10","101P.-1",1,"101P.-1_1",96,"20221209_M3","M3","P","0"
"20221209_M3.59","E11","101P.-2",1,"101P.-2_1",96,"20221209_M3","M3","P","0"
"20221209_M3.60","E12","101P.-3",1,"101P.-3_1",96,"20221209_M3","M3","P","0"
"20221209_M3.61","F01","blank",6,"blank_6-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.62","F02","neg",6,"neg_6-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.63","F03","pos",6,"pos_6-20221114_M2",96,"20221209_M3","M3","P","2"
"20221209_M3.64","F04","98P.-1",2,"98P.-1_2",96,"20221209_M3","M3","P","0"
"20221209_M3.65","F05","98P.-2",2,"98P.-2_2",96,"20221209_M3","M3","P","0"
"20221209_M3.66","F06","98P.-3",2,"98P.-3_2",96,"20221209_M3","M3","P","0"
"20221209_M3.67","F07","100P.-1",2,"100P.-1_2",96,"20221209_M3","M3","P","0"
"20221209_M3.68","F08","100P.-2",2,"100P.-2_2",96,"20221209_M3","M3","P","0"
"20221209_M3.69","F09","100P.-3",2,"100P.-3_2",96,"20221209_M3","M3","P","0"
"20221209_M3.70","F10","101P.-1",2,"101P.-1_2",96,"20221209_M3","M3","P","0"
"20221209_M3.71","F11","101P.-2",2,"101P.-2_2",96,"20221209_M3","M3","P","0"
"20221209_M3.72","F12","101P.-3",2,"101P.-3_2",96,"20221209_M3","M3","P","0"
"20221209_M3.73","G01","blank",7,"blank_7-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.74","G02","neg",7,"neg_7-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.75","G03","pos",7,"pos_7-20221114_M2",96,"20221209_M3","M3","P","2"
"20221209_M3.76","G04","98P.-1",3,"98P.-1_3",96,"20221209_M3","M3","P","0"
"20221209_M3.77","G05","98P.-2",3,"98P.-2_3",96,"20221209_M3","M3","P","0"
"20221209_M3.78","G06","98P.-3",3,"98P.-3_3",96,"20221209_M3","M3","P","0"
"20221209_M3.79","G07","100P.-1",3,"100P.-1_3",96,"20221209_M3","M3","P","0"
"20221209_M3.80","G08","100P.-2",3,"100P.-2_3",96,"20221209_M3","M3","P","0"
"20221209_M3.81","G09","100P.-3",3,"100P.-3_3",96,"20221209_M3","M3","P","0"
"20221209_M3.82","G10","101P.-1",3,"101P.-1_3",96,"20221209_M3","M3","P","0"
"20221209_M3.83","G11","101P.-2",3,"101P.-2_3",96,"20221209_M3","M3","P","0"
"20221209_M3.84","G12","101P.-3",3,"101P.-3_3",96,"20221209_M3","M3","P","0"
"20221209_M3.85","H01","blank",8,"blank_8-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.86","H02","neg",8,"neg_8-20221114_M2",96,"20221209_M3","M3","P","0"
"20221209_M3.87","H03","pos",8,"pos_8-20221114_M2",96,"20221209_M3","M3","P","2"
"20221209_M3.88","H04","98P.-1",4,"98P.-1_4",96,"20221209_M3","M3","P","0"
"20221209_M3.89","H05","98P.-2",4,"98P.-2_4",96,"20221209_M3","M3","P","0"
"20221209_M3.90","H06","98P.-3",4,"98P.-3_4",96,"20221209_M3","M3","P","0"
"20221209_M3.91","H07","100P.-1",4,"100P.-1_4",96,"20221209_M3","M3","P","0"
"20221209_M3.92","H08","100P.-2",4,"100P.-2_4",96,"20221209_M3","M3","P","0"
"20221209_M3.93","H09","100P.-3",4,"100P.-3_4",96,"20221209_M3","M3","P","0"
"20221209_M3.94","H10","101P.-1",4,"101P.-1_4",96,"20221209_M3","M3","P","0"
"20221209_M3.95","H11","101P.-2",4,"101P.-2_4",96,"20221209_M3","M3","P","0"
"20221209_M3.96","H12","101P.-3",4,"101P.-3_4",96,"20221209_M3","M3","P","0"
"20221209_M4.1","A01","blank",1,"blank_1-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.2","A02","neg",1,"neg_1-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.3","A03","pos",1,"pos_1-20221114_M2",96,"20221209_M4","M4","P","2"
"20221209_M4.4","A04","102P.-1",1,"102P.-1_1",96,"20221209_M4","M4","P","0"
"20221209_M4.5","A05","102P.-2",1,"102P.-2_1",96,"20221209_M4","M4","P","0"
"20221209_M4.6","A06","102P.-3",1,"102P.-3_1",96,"20221209_M4","M4","P","0"
"20221209_M4.7","A07","104P.-1",1,"104P.-1_1",96,"20221209_M4","M4","P","0"
"20221209_M4.8","A08","104P.-2",1,"104P.-2_1",96,"20221209_M4","M4","P","0"
"20221209_M4.9","A09","104P.-3",1,"104P.-3_1",96,"20221209_M4","M4","P","0"
"20221209_M4.10","A10","105P.-1",1,"105P.-1_1",96,"20221209_M4","M4","P","0"
"20221209_M4.11","A11","105P.-2",1,"105P.-2_1",96,"20221209_M4","M4","P","0"
"20221209_M4.12","A12","105P.-3",1,"105P.-3_1",96,"20221209_M4","M4","P","0"
"20221209_M4.13","B01","blank",2,"blank_2-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.14","B02","neg",2,"neg_2-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.15","B03","pos",2,"pos_2-20221114_M2",96,"20221209_M4","M4","P","2"
"20221209_M4.16","B04","102P.-1",2,"102P.-1_2",96,"20221209_M4","M4","P","0"
"20221209_M4.17","B05","102P.-2",2,"102P.-2_2",96,"20221209_M4","M4","P","0"
"20221209_M4.18","B06","102P.-3",2,"102P.-3_2",96,"20221209_M4","M4","P","0"
"20221209_M4.19","B07","104P.-1",2,"104P.-1_2",96,"20221209_M4","M4","P","0"
"20221209_M4.20","B08","104P.-2",2,"104P.-2_2",96,"20221209_M4","M4","P","0"
"20221209_M4.21","B09","104P.-3",2,"104P.-3_2",96,"20221209_M4","M4","P","0"
"20221209_M4.22","B10","105P.-1",2,"105P.-1_2",96,"20221209_M4","M4","P","0"
"20221209_M4.23","B11","105P.-2",2,"105P.-2_2",96,"20221209_M4","M4","P","0"
"20221209_M4.24","B12","105P.-3",2,"105P.-3_2",96,"20221209_M4","M4","P","0"
"20221209_M4.25","C01","blank",3,"blank_3-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.26","C02","neg",3,"neg_3-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.27","C03","pos",3,"pos_3-20221114_M2",96,"20221209_M4","M4","P","2"
"20221209_M4.28","C04","102P.-1",3,"102P.-1_3",96,"20221209_M4","M4","P","0"
"20221209_M4.29","C05","102P.-2",3,"102P.-2_3",96,"20221209_M4","M4","P","0"
"20221209_M4.30","C06","102P.-3",3,"102P.-3_3",96,"20221209_M4","M4","P","0"
"20221209_M4.31","C07","104P.-1",3,"104P.-1_3",96,"20221209_M4","M4","P","0"
"20221209_M4.32","C08","104P.-2",3,"104P.-2_3",96,"20221209_M4","M4","P","0"
"20221209_M4.33","C09","104P.-3",3,"104P.-3_3",96,"20221209_M4","M4","P","0"
"20221209_M4.34","C10","105P.-1",3,"105P.-1_3",96,"20221209_M4","M4","P","0"
"20221209_M4.35","C11","105P.-2",3,"105P.-2_3",96,"20221209_M4","M4","P","0"
"20221209_M4.36","C12","105P.-3",3,"105P.-3_3",96,"20221209_M4","M4","P","0"
"20221209_M4.37","D01","blank",4,"blank_4-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.38","D02","neg",4,"neg_4-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.39","D03","pos",4,"pos_4-20221114_M2",96,"20221209_M4","M4","P","2"
"20221209_M4.40","D04","102P.-1",4,"102P.-1_4",96,"20221209_M4","M4","P","0"
"20221209_M4.41","D05","102P.-2",4,"102P.-2_4",96,"20221209_M4","M4","P","0"
"20221209_M4.42","D06","102P.-3",4,"102P.-3_4",96,"20221209_M4","M4","P","0"
"20221209_M4.43","D07","104P.-1",4,"104P.-1_4",96,"20221209_M4","M4","P","0"
"20221209_M4.44","D08","104P.-2",4,"104P.-2_4",96,"20221209_M4","M4","P","0"
"20221209_M4.45","D09","104P.-3",4,"104P.-3_4",96,"20221209_M4","M4","P","0"
"20221209_M4.46","D10","105P.-1",4,"105P.-1_4",96,"20221209_M4","M4","P","0"
"20221209_M4.47","D11","105P.-2",4,"105P.-2_4",96,"20221209_M4","M4","P","0"
"20221209_M4.48","D12","105P.-3",4,"105P.-3_4",96,"20221209_M4","M4","P","0"
"20221209_M4.49","E01","blank",5,"blank_5-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.50","E02","neg",5,"neg_5-20221114_M2",96,"20221209_M4","M4","P","0"
"20221209_M4.51","E03","pos",5,"pos_5-20221114_M2",96,"20221209_M4","M4","P","2"
"20221209_M4.52","E04","106P.-1",1,"106P.-1_1",96,"20221209_M4","M4","P","0"
"20221209_M4.53","E05","106P.-2",1,"106P.-2_1",96,"20221209_M4","M4","P","0"
"20221209_M4.55","E07","108P.-1",1,"108P.-1_1",96,"20221209_M4","M4","P","0"
"20221209_M4.56","E08","108P.-2",1,"108P.-2_1",96,"20221209_M4","M4","P","0"
"20221209_M4.58","F01","blank",6,"blank_6-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.59","F02","neg",6,"neg_6-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.60","F03","pos",6,"pos_6-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.61","F04","106P.-1",2,"106P.-1_2",96,"20221209_M4","M4","P","0"
"20221209_M4.62","F05","106P.-2",2,"106P.-2_2",96,"20221209_M4","M4","P","0"
"20221209_M4.64","F07","108P.-1",2,"108P.-1_2",96,"20221209_M4","M4","P","0"
"20221209_M4.65","F08","108P.-2",2,"108P.-2_2",96,"20221209_M4","M4","P","0"
"20221209_M4.67","G01","blank",7,"blank_7-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.68","G02","neg",7,"neg_7-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.69","G03","pos",7,"pos_7-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.70","G04","106P.-1",3,"106P.-1_3",96,"20221209_M4","M4","P","0"
"20221209_M4.71","G05","106P.-2",3,"106P.-2_3",96,"20221209_M4","M4","P","0"
"20221209_M4.73","G07","108P.-1",3,"108P.-1_3",96,"20221209_M4","M4","P","0"
"20221209_M4.74","G08","108P.-2",3,"108P.-2_3",96,"20221209_M4","M4","P","0"
"20221209_M4.76","H01","blank",8,"blank_8-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.77","H02","neg",8,"neg_8-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.78","H03","pos",8,"pos_8-20221115_M4",96,"20221209_M4","M4","P","0"
"20221209_M4.79","H04","106P.-1",4,"106P.-1_4",96,"20221209_M4","M4","P","0"
"20221209_M4.80","H05","106P.-2",4,"106P.-2_4",96,"20221209_M4","M4","P","0"
"20221209_M4.82","H07","108P.-1",4,"108P.-1_4",96,"20221209_M4","M4","P","0"
"20221209_M4.83","H08","108P.-2",4,"108P.-2_4",96,"20221209_M4","M4","P","0"
